Price,Close,High,Low,Open,Volume
Ticker,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
Date,,,,,
2015-01-01,217.2353515625,217.77157448998673,215.63811666891775,216.99576911381928,3544940
2015-01-02,220.25869750976562,221.17140319833965,216.85887717589762,216.85887717589762,5900384
2015-01-05,218.3990478515625,221.4566032697849,217.9312750879502,221.33110903455474,4796000
2015-01-06,214.99923706054688,218.2621571618612,213.92680507467585,217.68031006183256,8219680
2015-01-07,215.62672424316406,217.07563898879346,213.6301805001718,214.41739196133696,5746112
2015-01-08,220.15602111816406,221.09155282959995,216.35689194573797,217.73735655061563,9525824
2015-01-09,222.62033081054688,223.61289267159003,220.55532305822425,221.99284565253987,8985184
2015-01-12,220.6580047607422,222.3351098082593,220.07615767355605,221.1942277052341,4126412
2015-01-13,219.81373596191406,221.77606141683725,218.06819480563135,221.09153219630693,5828348
2015-01-14,219.93923950195312,222.3921358239376,218.9808958280074,219.0607519980102,3685232
2015-01-15,226.61338806152344,227.76567604954334,221.50223133761725,225.89462685989295,11398476
2015-01-16,228.4844207763672,231.57622197821377,227.84552967469915,228.67837906242565,7821308
2015-01-19,229.214599609375,232.7399277712668,228.8495229404467,231.1997370727805,4239492
2015-01-20,232.9567108154297,234.3371753238504,228.6327650189855,230.45817631654228,8505804
2015-01-21,232.72850036621094,235.6947793641333,232.36340980402505,234.42841717380094,6740612
2015-01-22,233.02516174316406,235.59214638904962,232.40908264279494,233.88082329179258,6470680
2015-01-23,237.94235229492188,239.1288583897817,233.7439011188924,235.02168334110223,9987912
2015-01-27,245.07289123535156,245.91713283480996,237.5088374591417,237.98800236298473,9962400
2015-01-28,241.490478515625,249.4424201933735,240.72609317436223,244.14873904887924,11364940
2015-01-29,249.85321044921875,251.13099298673814,242.09521122065854,245.28968149124213,20567616
2015-01-30,245.82583618164062,249.75048692927405,242.83673094624973,249.75048692927405,10570416
2015-02-02,246.79556274414062,249.39677900160342,240.12140374524137,243.80645778885017,5710352
2015-02-03,242.80250549316406,246.932492827494,240.79456985367992,246.08825127562392,10200688
2015-02-04,243.62393188476562,246.61306501677254,241.23949963888816,242.5515139429067,6197512
2015-02-05,245.6318817138672,249.3511679801749,244.2285913567725,245.28961713182278,8059148
2015-02-06,240.3838653564453,246.190944270378,239.59666782632067,245.74601138005846,6903120
2015-02-09,237.3262481689453,239.98450857675707,236.04846600680312,238.9006707676393,5231896
2015-02-10,240.60061645507812,242.39182364630352,235.02171409208603,235.02171409208603,9275752
2015-02-11,241.5019073486328,242.96224187945407,240.2697492178285,241.41063121791316,4161588
2015-02-12,245.517822265625,246.86406868333376,240.20130066063987,243.03069377419118,5525740
2015-02-13,243.19039916992188,246.886845418309,242.68839441719277,246.70429317121435,7714500
2015-02-16,243.58975219726562,247.57141964833966,242.43745011646163,245.47220769228758,7388716
2015-02-18,245.24398803710938,247.1036032791011,241.1938572314726,243.58970925734224,5381692
2015-02-19,246.38491821289062,247.54861242552997,242.73409536315603,245.06148378843469,4507004
2015-02-20,244.84471130371094,248.68947829507263,243.8064974823177,247.11505547342074,6206024
2015-02-23,243.5783233642578,246.78421314106404,242.3233530799455,245.7688113807079,5581564
2015-02-24,243.612548828125,244.37693422815354,241.20527656988548,244.21722188315613,5846288
2015-02-25,240.14422607421875,245.24399057928343,239.5852050704794,244.1487327861076,4648524
2015-02-26,236.88137817382812,240.95432208148017,236.18542888623696,240.41811301498623,12426944
2015-02-27,240.49790954589844,241.53612323801974,238.54699031470355,238.54699031470355,10261784
2015-03-02,247.01242065429688,250.76591201759084,243.69244225185352,246.51041576523167,14385232
2015-03-03,247.1949462890625,249.16867811037608,245.75745139672154,247.90228769833217,6029348
2015-03-04,243.07635498046875,253.1161176096979,241.86700879506648,252.13494784768722,12277624
2015-03-05,247.5941925048828,248.71226237434243,242.43741171810902,243.00785268685752,9702452
2015-03-09,241.63882446289062,246.84125788737092,240.9542952151204,245.7574199117347,5755808
2015-03-10,240.1670684814453,242.3803683050082,238.4443256095397,242.3233242079724,5134836
2015-03-11,241.05699157714844,242.30056990111873,239.58526466421043,239.79062903320795,5465536
2015-03-12,240.63482666015625,242.75687832855635,239.83620925753152,241.88979686428084,7530836
2015-03-13,237.9081573486328,242.77971849777595,236.07132596857122,241.86701278913768,5426780
2015-03-16,239.93890380859375,241.38781837333474,237.87389625364713,238.44433725185732,5348772
2015-03-17,241.42202758789062,243.21320658227896,237.9537299344122,241.8669603830196,5369304
2015-03-18,242.677001953125,244.58226917003674,240.31535411914825,241.9011966844578,5148332
2015-03-19,240.0872344970703,245.01586779094185,239.28861697213708,244.37696262956774,5373572
2015-03-20,240.93148803710938,241.75291758040206,238.6611159404246,239.81341800566548,6483236
2015-03-23,239.07183837890625,241.73009917950665,238.67252965338673,240.942873837057,5446740
2015-03-24,236.83566284179688,241.18243402886972,236.2652218909244,238.05642875951355,8973564
2015-03-25,235.99142456054688,238.83220939280218,235.27266338203577,237.31485872585503,10608900
2015-03-26,229.76223754882812,235.52367794229727,228.65557361045265,234.31435968820549,35800620
2015-03-27,231.51918029785156,233.5499418181651,230.02461379796495,231.58763042967666,10840896
2015-03-30,236.59609985351562,237.07526469267276,231.09704060322792,232.7399133652803,6955144
2015-03-31,233.3560028076172,237.28063960136595,231.56480974422936,237.28063960136595,5962256
2015-04-01,235.7632598876953,236.58468933812526,231.14268789376757,234.13179309443524,3844196
2015-04-06,235.4666290283203,236.58469897892746,232.69429407506047,236.1625782021294,7151172
2015-04-07,235.6492156982422,236.89276614050416,233.57281568885045,235.76330391692932,6197072
2015-04-08,236.2880859375,237.86248083980854,235.03311571744456,237.314879753909,4106144
2015-04-09,240.9770965576172,241.63881370504848,235.02169793786584,236.90415328542642,7002784
